source,target,capacity
Node_257,Node_698,5.469
Node_257,Node_712,1.2797
Node_258,Node_271,2.0341
Node_258,Node_729,8.4983
Node_258,Node_774,5.6957
Node_258,Node_883,0.8783
Node_259,Node_281,5.2544
Node_259,Node_536,0.9974
Node_259,Node_672,5.5664
Node_259,Node_743,0.8896
Node_259,Node_755,0.0179
Node_259,Node_795,1.3588
Node_260,Node_690,1.5451
Node_261,Node_265,0.3512
Node_261,Node_290,2.9149
Node_261,Node_488,1.6897
Node_261,Node_553,5.0817
Node_261,Node_812,0.9694
Node_262,Node_316,2.0778
Node_262,Node_518,3.6089
Node_262,Node_561,5.5737
Node_262,Node_575,2.2897
Node_262,Node_648,5.3859
Node_262,Node_706,4.5598
Node_262,Node_761,6.1471
Node_262,Node_766,1.3679
Node_262,Node_770,2.0163
Node_262,Node_947,2.6537
Node_263,Node_283,7.2399
Node_263,Node_405,4.6429
Node_263,Node_437,3.3052
Node_263,Node_580,3.431
Node_263,Node_767,5.4382
Node_264,Node_410,4.2792
Node_264,Node_628,0.536
Node_265,Node_760,1.7054
Node_265,Node_887,0.1269
Node_266,Node_293,4.2493
Node_266,Node_297,2.4094
Node_266,Node_491,1.2361
Node_266,Node_568,2.531
Node_266,Node_622,0.5254
Node_266,Node_678,2.3145
Node_266,Node_816,10.5873
Node_266,Node_822,6.1764
Node_266,Node_833,4.9593
Node_266,Node_874,0.5855
Node_267,Node_409,8.3536
Node_267,Node_475,0.7955
Node_267,Node_556,3.6923
Node_267,Node_595,0.8127
Node_267,Node_653,1.331
Node_267,Node_681,4.9319
Node_267,Node_873,2.4037
Node_268,Node_336,0.8097
Node_268,Node_344,1.1158
Node_268,Node_356,10.3574
Node_268,Node_546,9.8907
Node_268,Node_572,2.6633
Node_268,Node_635,3.9058
Node_268,Node_640,0.9056
Node_268,Node_941,6.1522
Node_269,Node_374,0.2069
Node_269,Node_464,0.3404
Node_269,Node_645,1.9421
Node_269,Node_749,0.3125
Node_269,Node_781,9.292
Node_270,Node_316,2.0675
Node_270,Node_334,1.7709
Node_270,Node_421,1.1142
Node_270,Node_483,8.9661
Node_270,Node_649,2.17
Node_270,Node_689,4.2988
Node_270,Node_833,3.0093
Node_270,Node_886,8.2692
Node_272,Node_300,9.0282
Node_272,Node_432,5.7504
Node_272,Node_534,1.4345
Node_272,Node_605,1.4631
Node_272,Node_683,0.7114
Node_272,Node_809,1.8186
Node_273,Node_287,0.5083
Node_273,Node_561,1.2682
Node_274,Node_492,5.5123
Node_274,Node_836,1.3737
Node_274,Node_950,0.5917
Node_275,Node_689,0.6167
Node_275,Node_964,0.7216
Node_276,Node_568,1.3942
Node_276,Node_647,0.7682
Node_276,Node_668,0.3991
Node_276,Node_847,4.5645
Node_276,Node_937,1.4806
Node_277,Node_367,4.6468
Node_277,Node_383,4.8928
Node_277,Node_440,2.5781
Node_277,Node_471,10.6991
Node_277,Node_510,4.4966
Node_277,Node_550,2.0532
Node_277,Node_642,1.0493
Node_277,Node_807,2.1297
Node_278,Node_527,0.5139
Node_278,Node_766,8.0521
Node_278,Node_784,6.0072
Node_279,Node_280,0.225
Node_279,Node_311,7.5296
Node_279,Node_688,1.018
Node_280,Node_388,2.2915
Node_280,Node_524,0.0793
Node_280,Node_533,1.8231
Node_280,Node_539,2.041
Node_280,Node_844,1.8403
Node_280,Node_941,3.4357
Node_281,Node_320,1.654
Node_281,Node_611,0.0196
Node_281,Node_893,2.6142
Node_282,Node_710,16.7067
Node_283,Node_390,5.5233
Node_283,Node_609,1.7895
Node_283,Node_820,0.989
Node_283,Node_987,3.9874
Node_284,Node_657,3.2131
Node_284,Node_658,0.3764
Node_284,Node_771,1.2709
Node_284,Node_936,0.2733
Node_285,Node_332,1.6852
Node_285,Node_380,3.8503
Node_285,Node_490,1.928
Node_285,Node_515,1.4569
Node_285,Node_551,3.6429
Node_285,Node_669,0.5971
Node_285,Node_903,0.018
Node_286,Node_364,0.4452
Node_286,Node_375,0.6409
Node_286,Node_626,3.6662
Node_286,Node_887,3.0381
Node_286,Node_932,13.5466
Node_287,Node_466,1.9742
Node_287,Node_586,3.3353
Node_288,Node_778,1.9967
Node_289,Node_840,5.9656
Node_290,Node_395,2.7384
Node_290,Node_469,2.1138
Node_290,Node_739,0.6465
Node_290,Node_938,3.4131
Node_291,Node_830,4.0915
Node_292,Node_563,0.5051
Node_292,Node_604,5.6162
Node_292,Node_707,1.0207
Node_293,Node_401,3.7876
Node_293,Node_452,1.8736
Node_293,Node_753,0.9723
Node_293,Node_935,3.3753
Node_294,Node_414,2.1395
Node_294,Node_598,0.4515
Node_294,Node_837,1.7101
Node_294,Node_838,3.2356
Node_295,Node_355,3.5173
Node_295,Node_444,1.07
Node_296,Node_538,2.9972
Node_296,Node_870,0.7505
Node_297,Node_357,3.5565
Node_297,Node_673,3.6723
Node_297,Node_678,2.5473
Node_298,Node_461,2.7347
Node_298,Node_476,4.1238
Node_298,Node_910,4.1773
Node_299,Node_603,1.6056
Node_300,Node_386,1.6845
Node_300,Node_434,1.3967
Node_300,Node_468,1.1881
Node_300,Node_531,8.6666
Node_300,Node_581,1.3997
Node_300,Node_616,2.84
Node_300,Node_666,3.7603
Node_300,Node_738,0.4965
Node_300,Node_764,2.8048
Node_300,Node_888,1.9677
Node_301,Node_334,3.5779
Node_301,Node_363,3.2454
Node_301,Node_389,2.5637
Node_301,Node_402,0.6965
Node_301,Node_894,3.373
Node_303,Node_311,0.2639
Node_303,Node_988,4.0435
Node_304,Node_444,11.627
Node_304,Node_446,0.5547
Node_304,Node_472,0.5498
Node_304,Node_899,4.2809
Node_305,Node_392,4.174
Node_305,Node_844,1.2094
Node_306,Node_341,5.283
Node_306,Node_611,9.2488
Node_306,Node_626,4.4737
Node_306,Node_710,0.7528
Node_306,Node_950,0.5934
Node_306,Node_989,3.6631
Node_307,Node_902,0.0145
Node_308,Node_434,7.9506
Node_308,Node_538,3.2851
Node_308,Node_807,0.6276
Node_308,Node_813,0.5864
Node_308,Node_913,0.3512
Node_308,Node_992,2.6082
Node_309,Node_330,0.9992
Node_309,Node_472,1.837
Node_309,Node_476,3.0448
Node_309,Node_574,5.9291
Node_309,Node_587,0.2449
Node_309,Node_649,2.7087
Node_309,Node_879,0.8208
Node_309,Node_948,1.7188
Node_309,Node_997,0.8025
Node_310,Node_375,0.6945
Node_310,Node_718,4.7074
Node_310,Node_896,0.4292
Node_311,Node_325,9.5156
Node_311,Node_334,14.0993
Node_311,Node_342,1.8035
Node_311,Node_438,0.7474
Node_311,Node_489,0.5162
Node_311,Node_662,2.7366
Node_311,Node_696,0.9941
Node_312,Node_350,0.4932
Node_312,Node_381,0.577
Node_312,Node_411,3.4586
Node_312,Node_623,0.8742
Node_312,Node_780,0.2079
Node_312,Node_876,5.0653
Node_312,Node_939,0.278
Node_313,Node_488,5.3521
Node_313,Node_712,2.8932
Node_313,Node_910,1.5694
Node_314,Node_319,0.4314
Node_314,Node_343,3.2671
Node_314,Node_363,11.2202
Node_314,Node_387,1.3696
Node_314,Node_396,1.4273
Node_314,Node_397,2.1704
Node_314,Node_783,0.1689
Node_314,Node_839,4.3658
Node_314,Node_846,0.9259
Node_314,Node_872,2.0978
Node_314,Node_894,9.1805
Node_314,Node_931,2.4104
Node_314,Node_999,1.4459
Node_315,Node_358,4.0707
Node_315,Node_513,1.3001
Node_315,Node_744,2.263
Node_315,Node_800,1.8676
Node_315,Node_818,0.1218
Node_315,Node_959,4.3357
Node_316,Node_406,11.2437
Node_316,Node_459,1.4542
Node_316,Node_666,2.177
Node_316,Node_693,1.1101
Node_316,Node_899,4.6871
Node_317,Node_533,1.3997
Node_318,Node_324,1.6099
Node_318,Node_388,0.0313
Node_318,Node_410,6.5702
Node_318,Node_417,4.5046
Node_318,Node_516,4.3232
Node_318,Node_543,6.045
Node_318,Node_590,0.8392
Node_318,Node_618,2.6143
Node_318,Node_762,4.3035
Node_318,Node_797,10.0167
Node_318,Node_955,0.0369
Node_319,Node_348,0.6334
Node_319,Node_467,0.6098
Node_319,Node_566,1.7626
Node_320,Node_325,3.0055
Node_320,Node_397,1.5538
Node_320,Node_914,3.7922
Node_321,Node_523,2.0104
Node_321,Node_791,1.0641
Node_322,Node_367,9.1682
Node_322,Node_380,5.2694
Node_322,Node_454,4.5953
Node_322,Node_526,0.0903
Node_322,Node_582,5.1912
Node_322,Node_731,0.2959
Node_323,Node_338,6.8303
Node_323,Node_390,8.5274
Node_323,Node_422,6.919
Node_323,Node_494,1.32
Node_323,Node_579,0.8597
Node_323,Node_660,2.5315
Node_323,Node_881,0.1033
Node_323,Node_950,0.5862
Node_323,Node_987,4.9191
Node_324,Node_434,2.27
Node_324,Node_634,0.8664
Node_324,Node_699,0.1893
Node_324,Node_808,2.4074
Node_324,Node_851,0.4849
Node_324,Node_880,1.4066
Node_324,Node_947,1.4958
Node_324,Node_977,4.1061
Node_325,Node_342,0.2562
Node_325,Node_361,0.2499
Node_325,Node_510,3.1635
Node_325,Node_534,0.0914
Node_325,Node_710,3.4133
Node_325,Node_759,0.0121
Node_326,Node_366,2.4759
Node_326,Node_879,18.053
Node_327,Node_714,3.4772
Node_327,Node_929,1.5851
Node_327,Node_989,0.2185
Node_328,Node_371,1.4097
Node_328,Node_397,0.8392
Node_328,Node_539,3.0767
Node_328,Node_555,0.4513
Node_328,Node_571,4.0511
Node_328,Node_572,6.957
Node_328,Node_574,4.8619
Node_328,Node_825,4.6453
Node_328,Node_900,1.0065
Node_328,Node_919,0.4754
Node_329,Node_369,4.531
Node_329,Node_405,3.3418
Node_329,Node_463,1.7394
Node_329,Node_574,1.8932
Node_330,Node_347,2.7606
Node_330,Node_541,5.4427
Node_330,Node_780,11.643
Node_330,Node_828,4.4855
Node_330,Node_874,12.2915
Node_330,Node_882,0.3853
Node_331,Node_350,0.3986
Node_331,Node_376,4.5113
Node_331,Node_559,1.1561
Node_331,Node_583,3.1244
Node_331,Node_644,0.6722
Node_331,Node_750,2.3267
Node_331,Node_842,4.7917
Node_332,Node_442,0.1148
Node_332,Node_539,0.9748
Node_332,Node_542,0.3281
Node_332,Node_630,3.3273
Node_332,Node_961,0.207
Node_333,Node_540,3.1723
Node_333,Node_560,1.7195
Node_333,Node_725,0.4943
Node_334,Node_886,2.6032
Node_335,Node_490,6.109
Node_335,Node_555,1.1519
Node_337,Node_373,1.1214
Node_337,Node_396,0.6541
Node_337,Node_398,3.3673
Node_337,Node_461,0.1444
Node_337,Node_633,0.4614
Node_337,Node_729,2.5371
Node_337,Node_821,2.4034
Node_338,Node_427,2.1716
Node_338,Node_438,7.3774
Node_338,Node_559,2.0532
Node_338,Node_635,4.0033
Node_338,Node_740,1.9777
Node_338,Node_946,2.1679
Node_339,Node_641,0.9051
Node_339,Node_819,1.1748
Node_340,Node_516,4.5904
Node_340,Node_677,0.7504
Node_340,Node_744,4.7745
Node_340,Node_869,0.9018
Node_340,Node_965,0.2515
Node_341,Node_399,0.6655
Node_341,Node_490,1.3391
Node_342,Node_349,0.8692
Node_342,Node_388,0.7337
Node_343,Node_402,0.1751
Node_344,Node_413,0.1504
Node_344,Node_450,0.6581
Node_344,Node_901,1.2598
Node_345,Node_402,2.0237
Node_346,Node_403,9.1953
Node_347,Node_388,1.502
Node_347,Node_508,0.5557
Node_347,Node_786,1.5248
Node_347,Node_822,0.2578
Node_347,Node_843,1.5478
Node_347,Node_914,2.3297
Node_349,Node_721,2.3825
Node_349,Node_730,4.5747
Node_349,Node_825,7.1288
Node_350,Node_445,0.6825
Node_350,Node_557,5.9986
Node_350,Node_756,0.4512
Node_350,Node_874,5.8762
Node_350,Node_980,0.3895
Node_351,Node_474,3.2578
Node_352,Node_508,0.639
Node_352,Node_632,0.855
Node_352,Node_753,0.913
Node_352,Node_915,17.4862
Node_353,Node_376,3.428
Node_353,Node_513,0.7466
Node_353,Node_519,0.6925
Node_353,Node_654,6.512
Node_353,Node_830,2.662
Node_353,Node_880,0.1721
Node_354,Node_359,2.8595
Node_354,Node_549,1.0777
Node_354,Node_577,2.0114
Node_354,Node_579,1.4457
Node_354,Node_871,0.7231
Node_354,Node_953,3.0801
Node_354,Node_966,5.0357
Node_355,Node_403,2.6142
Node_355,Node_427,2.6917
Node_355,Node_525,2.1585
Node_355,Node_803,1.4214
Node_355,Node_862,4.4586
Node_355,Node_866,3.1673
Node_355,Node_915,5.6744
Node_356,Node_836,1.3091
Node_357,Node_697,8.0582
Node_357,Node_723,4.506
Node_357,Node_819,4.1998
Node_357,Node_822,0.3454
Node_357,Node_859,0.0238
Node_357,Node_961,2.8951
Node_358,Node_661,3.1069
Node_358,Node_665,0.0702
Node_358,Node_864,7.3221
Node_359,Node_375,4.4745
Node_359,Node_484,3.4966
Node_359,Node_916,0.1059
Node_359,Node_978,1.8076
Node_360,Node_365,5.4406
Node_360,Node_470,1.3483
Node_360,Node_624,5.7503
Node_360,Node_656,0.6958
Node_360,Node_719,3.3487
Node_361,Node_363,0.6485
Node_361,Node_519,0.8358
Node_361,Node_814,12.1974
Node_362,Node_368,1.6926
Node_363,Node_426,1.7547
Node_363,Node_661,1.4551
Node_363,Node_691,1.249
Node_364,Node_664,1.0387
Node_365,Node_389,3.2886
Node_365,Node_404,1.0247
Node_367,Node_368,2.7787
Node_367,Node_371,1.6824
Node_367,Node_566,2.836
Node_367,Node_607,0.1428
Node_367,Node_644,6.5241
Node_367,Node_671,4.389
Node_368,Node_668,3.6246
Node_368,Node_848,0.547
Node_369,Node_523,0.3505
Node_369,Node_713,6.8324
Node_369,Node_786,1.7002
Node_370,Node_420,3.4505
Node_370,Node_604,2.6508
Node_370,Node_718,8.511
Node_370,Node_794,0.0219
Node_370,Node_902,6.8604
Node_371,Node_389,0.0883
Node_371,Node_516,3.4465
Node_371,Node_577,8.0883
Node_371,Node_592,10.7513
Node_371,Node_702,7.6407
Node_373,Node_500,0.2053
Node_373,Node_627,3.4677
Node_373,Node_663,3.0002
Node_373,Node_855,2.3579
Node_374,Node_866,2.1334
Node_375,Node_398,2.7025
Node_375,Node_599,1.7668
Node_375,Node_651,1.5158
Node_376,Node_642,1.7512
Node_377,Node_382,2.818
Node_377,Node_420,0.8513
Node_377,Node_462,1.1345
Node_377,Node_676,1.6457
Node_377,Node_714,10.4289
Node_377,Node_720,8.1471
Node_377,Node_752,0.5664
Node_377,Node_980,6.27
Node_378,Node_592,2.4212
Node_378,Node_727,14.5009
Node_378,Node_810,4.3936
Node_378,Node_944,0.7842
Node_378,Node_992,0.1606
Node_379,Node_677,16.1085
Node_379,Node_781,1.6449
Node_380,Node_753,1.2795
Node_380,Node_920,4.3897
Node_381,Node_399,1.5081
Node_381,Node_572,1.7807
Node_381,Node_851,1.6325
Node_382,Node_560,1.7652
Node_383,Node_657,0.8237
Node_383,Node_896,3.1046
Node_383,Node_908,2.4338
Node_385,Node_429,1.1186
Node_385,Node_528,13.5343
Node_385,Node_549,2.2995
Node_385,Node_586,2.017
Node_385,Node_633,1.3192
Node_385,Node_719,3.1235
Node_385,Node_903,3.1842
Node_386,Node_778,0.5675
Node_386,Node_856,1.4992
Node_387,Node_543,3.3854
Node_387,Node_567,1.5663
Node_387,Node_662,5.3212
Node_387,Node_996,1.5044
Node_388,Node_782,0.8223
Node_388,Node_810,0.3017
Node_389,Node_393,0.6587
Node_389,Node_465,1.7643
Node_390,Node_405,2.0969
Node_390,Node_632,1.9555
Node_390,Node_946,1.544
Node_391,Node_688,2.9922
Node_391,Node_706,10.5699
Node_391,Node_826,0.4437
Node_392,Node_460,2.3649
Node_392,Node_536,4.0533
Node_393,Node_417,3.0501
Node_394,Node_781,1.8639
Node_394,Node_815,1.3576
Node_395,Node_951,1.9307
Node_396,Node_639,1.6326
Node_397,Node_905,3.3863
Node_398,Node_401,0.1401
Node_398,Node_511,0.2097
Node_398,Node_544,0.1119
Node_399,Node_715,7.1347
Node_399,Node_815,1.4202
Node_400,Node_545,3.5354
Node_400,Node_670,3.1631
Node_400,Node_708,4.2807
Node_400,Node_751,4.4859
Node_400,Node_961,5.3945
Node_401,Node_548,2.2935
Node_401,Node_570,2.571
Node_401,Node_783,2.8191
Node_401,Node_788,0.1206
Node_401,Node_835,3.8643
Node_401,Node_922,1.3533
Node_402,Node_635,1.3333
Node_403,Node_638,6.1476
Node_403,Node_777,5.1543
Node_404,Node_476,0.0786
Node_404,Node_705,0.0267
Node_404,Node_759,6.0462
Node_404,Node_990,6.0901
Node_405,Node_443,2.1669
Node_405,Node_463,9.1441
Node_405,Node_479,2.8102
Node_405,Node_659,11.3503
Node_405,Node_739,2.0273
Node_406,Node_534,1.535
Node_406,Node_609,0.3381
Node_406,Node_856,1.9236
Node_406,Node_886,1.0515
Node_406,Node_936,5.9224
Node_407,Node_491,1.4948
Node_407,Node_498,1.1853
Node_407,Node_724,6.3324
Node_407,Node_730,0.108
Node_407,Node_762,2.6963
Node_408,Node_433,1.8539
Node_408,Node_499,5.4047
Node_408,Node_507,0.818
Node_408,Node_824,2.3136
Node_408,Node_959,3.5452
Node_410,Node_501,3.1501
Node_411,Node_508,5.4581
Node_411,Node_605,12.3382
Node_412,Node_494,0.0938
Node_412,Node_659,1.0062
Node_412,Node_700,3.5632
Node_412,Node_821,7.5632
Node_412,Node_836,0.5451
Node_412,Node_898,0.1549
Node_412,Node_922,0.6161
Node_412,Node_960,0.1774
Node_414,Node_481,4.5357
Node_414,Node_485,2.2367
Node_414,Node_600,2.1295
Node_414,Node_679,9.4482
Node_415,Node_723,0.7265
Node_415,Node_843,1.5709
Node_415,Node_902,4.8042
Node_417,Node_442,5.2038
Node_417,Node_472,1.9618
Node_417,Node_897,4.0756
Node_417,Node_959,0.0721
Node_417,Node_981,4.4061
Node_418,Node_430,3.4368
Node_418,Node_452,1.9102
Node_418,Node_493,2.3017
Node_418,Node_515,8.8129
Node_418,Node_535,13.1882
Node_418,Node_560,3.8155
Node_418,Node_595,3.8412
Node_418,Node_601,1.2251
Node_418,Node_647,1.0571
Node_418,Node_790,0.2438
Node_418,Node_876,0.2825
Node_418,Node_927,0.7575
Node_418,Node_943,0.6154
Node_420,Node_444,1.7706
Node_420,Node_533,2.6593
Node_420,Node_634,5.9617
Node_420,Node_800,0.065
Node_422,Node_610,0.4724
Node_423,Node_589,5.8391
Node_423,Node_616,1.0623
Node_423,Node_650,1.8923
Node_423,Node_754,0.2561
Node_423,Node_913,7.7753
Node_424,Node_546,6.0027
Node_425,Node_428,1.5211
Node_425,Node_433,1.6029
Node_425,Node_768,0.9446
Node_425,Node_796,0.6383
Node_425,Node_805,0.4246
Node_425,Node_881,0.1989
Node_425,Node_937,0.9045
Node_426,Node_454,0.4052
Node_426,Node_465,5.7475
Node_426,Node_511,3.6671
Node_426,Node_544,1.4523
Node_426,Node_547,6.8946
Node_426,Node_577,2.3197
Node_426,Node_625,4.8619
Node_426,Node_904,4.8444
Node_426,Node_982,3.2469
Node_427,Node_457,2.9125
Node_427,Node_484,3.6534
Node_427,Node_746,1.325
Node_429,Node_905,1.7822
Node_430,Node_455,6.2909
Node_430,Node_563,4.0644
Node_430,Node_630,0.1564
Node_430,Node_878,0.6934
Node_430,Node_920,0.0454
Node_431,Node_812,0.0128
Node_432,Node_660,15.9836
Node_432,Node_943,9.6794
Node_433,Node_776,1.6658
Node_433,Node_948,0.6659
Node_433,Node_963,6.7551
Node_434,Node_474,0.6659
Node_434,Node_525,4.6479
Node_434,Node_967,0.464
Node_436,Node_507,1.2797
Node_436,Node_779,1.2897
Node_437,Node_472,0.3737
Node_437,Node_751,0.5047
Node_438,Node_731,0.3531
Node_439,Node_458,1.4368
Node_439,Node_537,6.0935
Node_439,Node_607,1.1929
Node_440,Node_498,0.6474
Node_441,Node_551,1.3384
Node_441,Node_696,2.4048
Node_441,Node_717,0.4455
Node_441,Node_767,15.7223
Node_442,Node_479,1.0163
Node_442,Node_737,0.5577
Node_442,Node_998,0.01
Node_443,Node_455,1.6569
Node_443,Node_903,3.6315
Node_443,Node_942,0.232
Node_444,Node_612,0.688
Node_445,Node_523,10.5432
Node_445,Node_612,4.373
Node_445,Node_649,3.1243
Node_445,Node_871,2.6666
Node_446,Node_918,1.5562
Node_447,Node_596,0.9375
Node_447,Node_709,1.7163
Node_447,Node_747,1.2582
Node_447,Node_799,2.4415
Node_447,Node_827,8.6412
Node_448,Node_618,2.0132
Node_450,Node_545,1.1272
Node_450,Node_929,8.4262
Node_450,Node_959,3.7713
Node_451,Node_463,2.7139
Node_452,Node_509,7.8076
Node_452,Node_621,0.2238
Node_452,Node_973,0.3903
Node_452,Node_986,0.0757
Node_453,Node_464,0.3787
Node_454,Node_661,2.3897
Node_454,Node_802,1.0067
Node_455,Node_507,2.0081
Node_455,Node_551,3.0754
Node_455,Node_574,1.9475
Node_456,Node_738,0.7114
Node_456,Node_828,5.473
Node_457,Node_677,27.1747
Node_458,Node_495,4.3406
Node_458,Node_945,5.5841
Node_461,Node_699,1.1472
Node_462,Node_504,1.0965
Node_462,Node_564,3.5785
Node_462,Node_644,3.123
Node_462,Node_711,1.1503
Node_463,Node_629,0.727
Node_463,Node_739,2.5628
Node_463,Node_919,1.5109
Node_464,Node_683,3.4721
Node_464,Node_732,6.9827
Node_464,Node_767,0.7984
Node_464,Node_856,0.1166
Node_466,Node_553,5.3138
Node_466,Node_675,2.2911
Node_467,Node_664,0.3397
Node_467,Node_700,9.6049
Node_467,Node_703,2.5396
Node_467,Node_799,3.461
Node_468,Node_484,1.3765
Node_469,Node_652,1.5041
Node_469,Node_972,0.8871
Node_470,Node_504,3.9405
Node_470,Node_590,1.4914
Node_472,Node_475,1.2855
Node_472,Node_619,3.8972
Node_472,Node_620,2.4282
Node_472,Node_622,0.3724
Node_473,Node_714,3.976
Node_473,Node_729,9.4349
Node_473,Node_732,1.9343
Node_473,Node_747,1.6768
Node_473,Node_800,2.6898
Node_474,Node_653,1.6719
Node_475,Node_547,2.0957
Node_476,Node_883,9.7477
Node_477,Node_479,3.8683
Node_477,Node_676,6.9681
Node_477,Node_829,4.9068
Node_477,Node_946,0.5584
Node_478,Node_586,0.7266
Node_478,Node_702,1.9859
Node_479,Node_738,2.8014
Node_479,Node_879,6.2148
Node_479,Node_959,0.0157
Node_480,Node_485,4.9342
Node_481,Node_811,16.6754
Node_481,Node_823,0.4728
Node_484,Node_561,4.603
Node_484,Node_760,4.2351
Node_484,Node_950,1.0455
Node_485,Node_527,1.6754
Node_485,Node_585,1.3111
Node_486,Node_740,0.2674
Node_486,Node_765,1.3739
Node_486,Node_836,4.9408
Node_486,Node_985,4.7537
Node_488,Node_589,1.8869
Node_488,Node_790,0.2779
Node_488,Node_968,2.5406
Node_489,Node_635,0.0629
Node_489,Node_656,0.5488
Node_489,Node_997,0.1589
Node_490,Node_563,0.6357
Node_490,Node_692,3.0285
Node_490,Node_994,2.6295
Node_491,Node_556,5.9648
Node_491,Node_616,1.1098
Node_491,Node_736,1.1585
Node_491,Node_979,0.2474
Node_492,Node_508,0.0886
Node_492,Node_875,4.4907
Node_492,Node_895,0.3011
Node_493,Node_713,2.2063
Node_493,Node_718,0.5875
Node_493,Node_749,1.0939
Node_493,Node_767,0.5382
Node_493,Node_828,4.1757
Node_493,Node_840,0.4743
Node_494,Node_519,9.4495
Node_494,Node_594,3.2011
Node_494,Node_636,2.0475
Node_494,Node_847,1.0434
Node_494,Node_897,2.7053
Node_495,Node_998,0.0277
Node_498,Node_544,6.928
Node_498,Node_579,5.2636
Node_498,Node_791,2.7108
Node_498,Node_898,1.2948
Node_498,Node_954,3.9383
Node_498,Node_968,0.2958
Node_499,Node_741,0.9613
Node_499,Node_760,1.5838
Node_499,Node_802,0.7647
Node_500,Node_906,1.6361
Node_501,Node_654,3.844
Node_501,Node_832,0.0638
Node_501,Node_891,12.4903
Node_504,Node_550,5.1819
Node_504,Node_787,0.1253
Node_508,Node_983,0.4992
Node_509,Node_547,0.0209
Node_509,Node_662,4.0987
Node_509,Node_820,2.0837
Node_510,Node_637,5.3347
Node_510,Node_643,7.1754
Node_510,Node_895,8.2946
Node_510,Node_938,0.4464
Node_511,Node_742,2.2998
Node_512,Node_578,2.3298
Node_512,Node_616,8.5879
Node_512,Node_842,1.2112
Node_513,Node_631,0.3401
Node_513,Node_681,5.1791
Node_513,Node_716,1.0938
Node_514,Node_515,0.3663
Node_514,Node_608,2.569
Node_514,Node_663,11.5398
Node_514,Node_757,0.2208
Node_514,Node_956,0.3492
Node_515,Node_669,4.781
Node_516,Node_568,0.2522
Node_516,Node_663,1.5967
Node_516,Node_895,0.343
Node_516,Node_904,1.6037
Node_517,Node_584,5.3363
Node_517,Node_794,3.7559
Node_518,Node_905,9.9921
Node_519,Node_566,0.9129
Node_519,Node_667,0.8003
Node_519,Node_808,6.6619
Node_519,Node_978,1.8043
Node_520,Node_639,0.0458
Node_521,Node_599,5.9783
Node_522,Node_530,0.8299
Node_522,Node_569,2.8343
Node_522,Node_725,7.9783
Node_523,Node_674,6.3192
Node_523,Node_762,1.2562
Node_523,Node_773,6.5606
Node_523,Node_804,11.3678
Node_523,Node_850,1.135
Node_524,Node_639,0.1166
Node_524,Node_841,1.207
Node_525,Node_550,1.8722
Node_525,Node_564,0.8239
Node_525,Node_891,0.7092
Node_525,Node_910,3.6967
Node_526,Node_615,2.2488
Node_526,Node_927,6.7772
Node_527,Node_530,6.3209
Node_528,Node_585,1.1039
Node_528,Node_667,4.7718
Node_528,Node_745,0.5193
Node_528,Node_802,0.2228
Node_529,Node_909,2.6295
Node_531,Node_561,0.8905
Node_531,Node_622,1.7986
Node_531,Node_741,2.6887
Node_531,Node_926,0.2531
Node_533,Node_692,4.3061
Node_533,Node_787,2.9765
Node_533,Node_926,12.0674
Node_536,Node_537,9.4994
Node_536,Node_623,1.339
Node_537,Node_687,0.1778
Node_537,Node_704,2.6622
Node_537,Node_887,9.8186
Node_538,Node_573,1.807
Node_538,Node_687,4.7708
Node_538,Node_954,1.1177
Node_538,Node_998,10.5812
Node_540,Node_964,2.1215
Node_541,Node_642,2.9721
Node_542,Node_887,0.8174
Node_543,Node_569,1.6679
Node_543,Node_580,1.0089
Node_543,Node_648,12.1736
Node_545,Node_804,3.8897
Node_545,Node_831,1.1155
Node_545,Node_864,6.3382
Node_546,Node_565,4.9034
Node_546,Node_590,1.7796
Node_547,Node_949,2.1482
Node_548,Node_628,0.1786
Node_548,Node_670,10.0607
Node_548,Node_964,0.4748
Node_549,Node_711,0.0519
Node_549,Node_755,0.8583
Node_549,Node_854,0.202
Node_550,Node_865,2.1883
Node_551,Node_793,2.918
Node_551,Node_990,1.6384
Node_553,Node_856,6.182
Node_553,Node_988,1.5
Node_555,Node_613,1.5326
Node_556,Node_693,2.3744
Node_556,Node_733,8.4503
Node_556,Node_987,0.2711
Node_557,Node_618,7.7757
Node_557,Node_684,1.4068
Node_557,Node_865,2.362
Node_557,Node_915,0.2828
Node_557,Node_924,2.4684
Node_557,Node_987,4.3576
Node_558,Node_645,5.6912
Node_558,Node_658,1.7141
Node_558,Node_932,11.5851
Node_559,Node_679,0.3002
Node_560,Node_596,0.7434
Node_561,Node_686,0.9274
Node_561,Node_742,7.9002
Node_561,Node_894,2.3333
Node_563,Node_602,0.6657
Node_564,Node_933,4.6166
Node_565,Node_621,0.4277
Node_565,Node_655,6.0949
Node_566,Node_638,0.5714
Node_566,Node_668,5.0566
Node_566,Node_775,3.1498
Node_566,Node_792,0.3486
Node_567,Node_633,4.1344
Node_567,Node_683,0.773
Node_567,Node_958,2.8643
Node_568,Node_663,0.4022
Node_569,Node_788,1.2105
Node_571,Node_788,0.1678
Node_571,Node_851,0.694
Node_572,Node_578,2.806
Node_572,Node_688,0.1901
Node_572,Node_717,4.3844
Node_572,Node_772,3.6152
Node_572,Node_884,0.7865
